Title,Price,Shipping,Condition,Is Auction?,No Best Offer
L2515 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan w/box JUNk,C $147.30,Free shipping,Parts Only,True,True
L2514 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan w/box,C $177.45,Free shipping,Pre-Owned,True,True
New 3DS LL In-Built Loopy Capture Card w/USB-C Charging!,C $753.62,+C $50.03 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Black/Dark Gray Model- RED-001,C $301.39,+C $49.03 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Legend Of Zelda Majora’s Mask Console w/Box Stylus Charger,C $535.75,Free shipping,Pre-Owned,False,True
New Nintendo 3ds XL Galaxy Edition ,C $335.71,+C $29.49 shipping,Pre-Owned,False,False
New Nintendo 3DS LL Legend Of Zelda Majora’s Mask Edition Console Only Tested,C $656.62,Free shipping,Pre-Owned,False,True
Nintendo new 3DS LL XL Metallic Blue Console Japanese Language Edition & Box,C $244.59,Free shipping,Pre-Owned,True,True
Nintendo new 3DS LL XL Metallic Black Console Japanese Language Edition & Box,C $226.78,Free shipping,Pre-Owned,True,True
New Nintendo 3DS LL XL Console & Stylus Metallic Blue NTSC-J Good,C $164.43,Free shipping,Pre-Owned,True,True
"Nintendo “ New “ 3DS XL Black Handheld System Bundle w/ 2 Games, Chargers TESTED",C $368.60,+C $30.46 shipping,Pre-Owned,False,True
(New) Nintendo 3DS XL Galaxy Edition Console Purple In Great Condition.,C $308.31,+C $45.81 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Metallic Red Console Japanese Version,C $212.25,+C $34.26 shipping,Pre-Owned,False,True
New Nintendo 3DS XL The Legend of Zelda Hyrule Edition Console w/ Charger,C $472.72,+C $33.53 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Monster Hunter Hunting Life Console Box Japan ver [BOX],C $397.24,Free shipping,Pre-Owned,False,True
New 3DS LL In-Built Loopy Capture Card w/USB-C Charging!,C $753.62,+C $50.03 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯443,C $150.73,+C $20.55 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL Black With Charger, Case And 6 Games",C $452.18,+C $32.93 shipping,Pre-Owned,False,True
New Nintendo 3DS LL Pearl White,C $468.93,+C $6.85 shipping,Brand New,False,True
New Nintendo 3DS xl,C $246.64,+C $36.33 shipping,Pre-Owned,False,False
New Nintendo 3DS XL Console Black,C $276.85,+C $56.44 shipping estimate,Pre-Owned,False,True
USED New Nintendo 3DS XL LL 32GB Blue Handheld System Console *Top IPS*,C $315.16,+C $39.85 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Black Complete In Box + 32GB SD Card,C $342.56,+C $38.92 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Red Console Charger Japanese ver [CC],C $232.81,Free shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver A6831,C $236.37,+C $9.59 shipping,Pre-Owned,True,True
Dual IPS SCREENS New Nintendo 3DS XL Metallic Grey  Console  QEF102927540,C $570.91,+C $67.65 shipping estimate,Pre-Owned,False,True
“New” Nintendo 3DS XL 4GB Handheld Gaming System - Black,C $315.16,+C $39.79 shipping,Pre-Owned,False,True
"Huge Nintendo Game Lot New Nintendo 3DS XL, DS Lite, DSI (8 Games, 2 Bags, 2...",C $369.97,+C $38.27 shipping,Pre-Owned,False,False
New Nintendo 3DS XL Black Console With Stylus And Charger And Mario 3D World,C $294.59,+C $28.28 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Solgaleo Lunala Edition Handheld Console - Good Condition,C $489.17,+C $34.02 shipping,Good - Refurbished,False,True
"New Nintendo 3DS XL Gray Black Nice! Console W/ Stylus , Charger Case US Model",C $328.86,+C $29.28 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Console Pearl White Near Mint Japan / Region Free,C $356.25,Free shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL Pearl White Console Japanese ver. Exc,C $397.37,+C $6.71 shipping,Pre-Owned,False,True
[ MINT IN BOX ] NINTENDO NEW 3DS XL LEGEND ZELDA OF MAJORA`S MASK Japan 4246,C $520.56,+C $27.39 shipping,Pre-Owned,False,False
New Nintendo 3DS XL System - Black - Bundle - Top IPS - Great Condition!!!,C $342.56,+C $55.55 shipping,Pre-Owned,False,True
B82 Nintendo new 3DS LL XL console Metallic Black JAPAN Box pen adapter USED,C $210.33,+C $34.26 shipping,Pre-Owned,True,True
L2452 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $195.26,Free shipping,Pre-Owned,True,True
L2451 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $176.08,Free shipping,Pre-Owned,True,True
NINTENDO NEW 3DS XL LL Pearl White Console Operation confirmed Near Mint / Box,C $323.38,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL 4GB Handheld Gaming System - Black COMPLETE CIB! WITH GAME! ,C $411.05,+C $45.33 shipping,New (Other),False,True
New Nintendo 3DS XL POKEMON Pikachu Yellow Edition US CONSOLE + New OEM Adapter,"C $1,370.24",+C $60.00 shipping,Brand New,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯413,C $130.17,+C $20.55 shipping,Pre-Owned,False,True
L1664 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $182.93,Free shipping,Pre-Owned,True,True
NEW Nintendo 3DS LL super famicom Edition Console Game Japan Limited in BOX,C $613.16,Free shipping,Pre-Owned,False,True
Broken “New” Grey Nintendo 3DS XL Video Game Console As Is Parts Repair Junk,C $109.61,+C $22.81 shipping,Parts Only,False,True
New Nintendo 3DS XL System - Galaxy Edition - Bundle - Tested/Works!,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Console Pokemon Sun and Moon Top IPS! (Cleaned/Rep.) ,C $368.60,+C $37.31 shipping,Pre-Owned,False,True
new NINTENDO 3DS LL Metallic Blue RED-001 with charger Japanese Ver. Tested,C $245.18,Free shipping,Pre-Owned,False,True
"3DS/2DS/XL/New Homebrew, CFW & Pretendo Mail-In Service (ALL MODELS) (READ DESC)",C $47.96,+C $26.67 shipping,Brand New,False,True
New Nintendo 3DS LL XL Console Bottom IPS Animal Crossing Near Mint /Region Free,C $506.98,Free shipping,Pre-Owned,False,True
NINTENDO NEW 3DS XL LL Pearl White Console Operation confirmed Near Mint / Box,C $323.38,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL 4GB Handheld Gaming System - Black COMPLETE CIB! WITH GAME! ,C $411.05,+C $45.33 shipping,New (Other),False,True
New Nintendo 3DS XL POKEMON Pikachu Yellow Edition US CONSOLE + New OEM Adapter,"C $1,370.24",+C $60.00 shipping,Brand New,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯413,C $130.17,+C $20.55 shipping,Pre-Owned,False,True
L1664 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $182.93,Free shipping,Pre-Owned,True,True
NEW Nintendo 3DS LL super famicom Edition Console Game Japan Limited in BOX,C $613.16,Free shipping,Pre-Owned,False,True
Broken “New” Grey Nintendo 3DS XL Video Game Console As Is Parts Repair Junk,C $109.61,+C $22.81 shipping,Parts Only,False,True
New Nintendo 3DS XL System - Galaxy Edition - Bundle - Tested/Works!,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Console Pokemon Sun and Moon Top IPS! (Cleaned/Rep.) ,C $368.60,+C $37.31 shipping,Pre-Owned,False,True
new NINTENDO 3DS LL Metallic Blue RED-001 with charger Japanese Ver. Tested,C $245.18,Free shipping,Pre-Owned,False,True
"3DS/2DS/XL/New Homebrew, CFW & Pretendo Mail-In Service (ALL MODELS) (READ DESC)",C $47.96,+C $26.67 shipping,Brand New,False,True
New Nintendo 3DS LL XL Console Bottom IPS Animal Crossing Near Mint /Region Free,C $506.98,Free shipping,Pre-Owned,False,True
(New) Nintendo 3DS XL Galaxy Edition Console Purple In Great Condition.,C $376.80,+C $30.71 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Console With Stylus And Charger,C $246.63,+C $41.93 shipping,Pre-Owned,False,True
Nintendo New 3DS LL Handheld Game Console CIB - Metallic Black Japan Region Free,C $424.99,+C $18.37 shipping,Pre-Owned,False,False
New Nintendo 3DS LL Japan Pearl White with Original Box - Parts Only,C $16.70,+C $29.89 shipping,Parts Only,True,False
New 3DS white Kisekae Plate Hello Kit  Nintendo Console region Japanese ♯146,C $232.94,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL  The Legend of Zelda: Majora's Mask Edition  - And 23 Games,C $865.14,+C $111.34 shipping estimate,Pre-Owned,False,False
New Nintendo 3DS XL System - Metallic Red - Top IPS - Great Condition!,C $349.41,+C $55.76 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $102.77,+C $37.42 shipping,Pre-Owned,False,True
Nintendo New 3DS LL DUAL IPS Region Free Read Desc Charger Stylus 23 Included,C $246.64,+C $21.86 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL TOP IPS Region Free Read Desc Charger Stylus Included 119,C $245.27,+C $21.81 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL TOP IPS Region Free Read Desc Charger Stylus Included 120,C $245.27,+C $21.81 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Region Free Read Description Charger SD and Stylus 3,C $258.98,+C $27.23 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Region Free TOP IPS Read Desc Charger SD and Stylus 9,C $258.98,+C $22.23 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL top IPS Region Free Charger SD and Stylus Included 1,C $327.49,+C $24.24 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metallic Red w/ Charger & Stylus - FORMATTED TESTED WORKING,C $356.25,+C $30.09 shipping,Pre-Owned,False,True
Nintendo New 3DS LL metallic blue Japanese Version Nintendo Console Good,C $235.03,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Black Handheld System Game Bundle 3DS & DS Games (Red-001),C $308.31,+C $45.74 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Top IPS - w/ 32GB Micro SD & Case,C $342.49,+C $29.69 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Gray Black Nice! Console W/ Stylus Charger Case US Model,C $301.45,+C $28.47 shipping,Pre-Owned,False,True
Red Housing Shell Case Top & Bottom Cover For Nintendo New 3DS XL 3DS LL,C $34.90,+C $15.61 shipping,Brand New,False,True
New  Nintendo 3DS XL LL NEW LOVE PLUS + Rinko Deluxe Complete Set Console,C $335.78,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL Galaxy Console w/ Charger & Case Stylus TESTED US Model,C $315.16,+C $28.88 shipping,Pre-Owned,False,True
New Nintendo 3DS Disney Magic Castle My Happy Life Console region Japanese ♯340,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
Nintendo 3DS LL  White Discontinued product Shipped from Japan via FedEx,C $470.45,Free shipping,Brand New,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯444,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯445,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A1383,C $332.29,+C $9.59 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯447,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Console - charger and stylus included,C $232.94,+C $38.55 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL Gold Console w/ Stylus, charger and SD Card (USA) IPS",C $369.95,+C $36.17 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ extras (USA Seller)  *DUAL IPS *,C $364.47,+C $36.02 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $287.74,+C $33.75 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Console - Excellent Condition w/ Charger,C $383.66,+C $30.90 shipping,Excellent - Refurbished,False,True
Nintendo 3DS LL (XL) Super Famicom Edition Limited Japan Region Free,C $533.03,+C $93.30 shipping,New (Other),False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯448,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Orange & Black Handheld System with charger & game,C $276.85,+C $82.21 shipping estimate,Pre-Owned,True,True
New Nintendo 3DS LL XL Game Console metallic Red w/Box Stylus Charger Soft,C $276.78,Free shipping,Pre-Owned,False,True
"Nintendo New 3DS XL 4GB Handheld Gaming System - Black. (BROKEN, FOR PARTS ONLY)",C $68.51,+C $30.15 shipping,Parts Only,True,False
New Nintendo 3DS XL (Black) With Original Box IPS Screen Charger Sold Separately,C $316.69,+C $44.82 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯441,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
Modded New 3ds  —  Homebrew HShop,C $342.56,+C $61.62 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Handheld Game Console New in Box 🔥RARE🔥A23,"C $1,164.70",+C $53.95 shipping,Brand New,False,True
New Nintendo 3DS XL 4GB Console Red Works Charger No Stylus,C $274.04,+C $27.67 shipping,Pre-Owned,False,True
NEW Nintendo 3DS LL XL Console System Metallic Blue with Charger Japan New,C $295.96,+C $27.40 shipping,Brand New,False,True
GENEROUSLY DISCOUNTED READ SCRIPT New Nintendo 3DS XL System - Red Works Great,C $232.87,+C $21.44 shipping,Pre-Owned,False,True
NEW Nintendo 3DS LL XL Console System Metallic Blue NTSC-J w/Box Used,C $219.10,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Bundle - Great Condition - Tested/Works!,C $308.31,+C $54.54 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Metallic Black IPS Screen Top Bottom A2418,C $277.46,+C $9.59 shipping,Pre-Owned,True,True
Dual IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Bottom Japan ver,C $356.25,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯409,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL SNES Edition Gray System w/Charger US Version FREE Ship!,C $561.73,+C $36.16 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Handheld Console Galaxy Edition with Charger RED-001,C $308.31,+C $34.85 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System - Black JAPAN,C $258.98,+C $39.31 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Console Only Japanese ver Used Japan,C $212.39,Free shipping,Pre-Owned,False,True
Nintendo 3DS 2DS XL Original and New model Console + Extras  (US Seller) A,C $274.04,+C $38.35 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Red! - w/ CIB Charger & Stylus! Complete! Fast Ship!,C $369.95,+C $42.29 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL Galaxy Edition Handheld System Purple GREAT CONDITION",C $308.31,+C $28.68 shipping,Pre-Owned,False,False
Nintendo 3DS LL XL Console Pokemon Pikachu Yellow Japanese Limited Model Japan,"C $1,013.98",Free shipping,Brand New,False,True
New 3DS white Kisekae Plate Kyary Pamyu Pamyu  Console region Japanese ♯176,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯358,C $217.87,+C $20.55 shipping,Pre-Owned,False,True
New 3DS black Kisekae Plate monster hunter Nintendo Console region Japanese ♯397,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Black x Lime Console region Japanese ♯432,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯422,C $226.09,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯394,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯429,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯431,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯433,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯437,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯430,C $212.39,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Gray Black Metallic Console US Model W New Charger & Stylus,C $342.49,+C $36.54 shipping,Pre-Owned,False,True
L2286 Nintendo new 3DS LL XL console White Japan fx,C $147.30,Free shipping,Pre-Owned,True,True
L2285 Nintendo new 3DS LL XL console Red Japan fx,C $245.27,Free shipping,Pre-Owned,True,True
L2283 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $205.54,Free shipping,Pre-Owned,True,True
L2281 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $213.07,Free shipping,Pre-Owned,True,True
BRAND NEW Nintendo New 3DS XL New Galaxy Style Edition Console ~ SUPER RARE,"C $1,096.20",+C $74.39 shipping,New (Other),False,True
(New) Nintendo 3DS XL Galaxy Edition Console Purple In Great Condition.,C $342.56,+C $41.78 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯417,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
Nintendo 3DS LL Pokemon Pikachu Yellow Console Japanese Limited Model,C $656.08,+C $27.40 shipping,Brand New,False,True
Nintendo 3DS LL Metallic Red Console System Japan NEW,C $433.63,Free shipping,Brand New,False,True
NEW Nintendo 3DS XL Gray Black Metallic Handheld Console,C $260.35,+C $47.14 shipping,Pre-Owned,False,False
New Nintendo 3DS XL LL Pink Japanese Version Console + Stylus + Charger Tested,C $287.74,+C $28.08 shipping,Pre-Owned,False,True
"""New"" Nintendo 3DS XL Pikachu Yellow Edition - Complete in Box - USA Version",C $753.64,+C $61.69 shipping,Pre-Owned,False,False
New Nintendo 3DS LL XL Console Dual IPS Metallic Black Near Mint / Region Free,C $520.68,Free shipping,Pre-Owned,False,True
Pearl White Console NEW Nintendo 3DS XL LL with Box,C $409.70,+C $6.85 shipping,Pre-Owned,False,True
Nintendo New 3DS XL w/ 16 games included! Great Condition!,C $411.06,+C $85.74 shipping,New (Other),True,True
NintendoBody New Nintendo 3DS LL pearl white from jAPAN,C $271.31,+C $41.11 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Launch Edition Gold Handheld System. CIB. With 2 Zelda games,C $700.00,+C $25.00 shipping,Pre-Owned,False,True
[ MINT IN BOX ] NINTENDO NEW 3DS XL LL Pearl White Console Japan Version 4250,C $315.02,+C $27.39 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯415,C $135.65,+C $20.55 shipping,Pre-Owned,False,True
"Nintendo ""New"" 3DS XL Galaxy Edition Handheld System Purple GREAT CONDITION",C $232.94,+C $46.33 shipping,New (Other),False,True
【AS IS SOLD】Nintendo NEW 3DS LL XL 4GB Pink  White Handheld System console,C $202.80,Free shipping,Pre-Owned,False,False
New 3DS LL XL   Monster Hunter 4G  Japan Nintendo Console region Japanese ♯384,C $239.79,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Red - w/ CIB Charger & Stylus! Complete (TESTED AND WORKING),C $294.60,+C $40.37 shipping,New (Other),False,True
New Nintendo 3DS XL System - Black - Top IPS - Pokemon Bank & Many More Games!!!,C $369.97,+C $56.36 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,C $263.77,+C $36.57 shipping,Pre-Owned,True,True
Nintendo New 3DS XL Pikachu Edition Yellow Handheld System Console Pokemon,C $520.56,+C $29.94 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Animal Crossing Happy Home DESIGNER Console with Box,C $533.03,Free shipping,Pre-Owned,False,True
