Title,Price,Shipping,Condition,Is Auction?,No Best Offer
RANK B+ Nintendo New 3DS Black Tested Japan ver R3036,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver R4043,C $211.00,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S3109,C $213.75,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Monster Hunter 4G IPS Screen TOP Only Japan ver,C $260.33,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver S9160,C $213.75,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS LL XL Pearl White Tested Japan ver S3834,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS LL XL Pearl White IPS Screen TOP Japan ver R6673,C $232.93,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Monster Hunter 4G IPS Screen TOP Only Japan ver S6929,C $232.93,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S9955,C $205.52,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S3107,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Pearl White IPS Screen Bottom Japan ver R1965,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver R6273,C $191.82,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver S1714,C $224.71,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ Dual IPS Nintendo New 3DS XL Metallic Black Top Bottom Japan ver R5929,C $287.74,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Metallic Black With BOX IPS Screen Bottom S2945,C $235.67,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen Bottom Japan S3121,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen Bottom Japan R7712,C $211.00,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Metallic Blue With BOX IPS Screen Top S9733,C $260.33,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS LL XL Metallic Black Japan ver R3145,C $178.12,+C $9.59 shipping,Pre-Owned,False,True
RANK A IPS Nintendo New 3DS LL XL Pearl White IPS Screen Bottom Japan ver S5953,C $254.85,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver R1033,C $201.41,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS LL XL Pearl White Tested Japan ver S3168,C $238.41,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver R1567,C $216.49,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S6590,C $224.71,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Metallic Blue Tested Japan ver R7090,C $191.82,+C $9.59 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom R4132,C $287.74,+C $9.59 shipping,Pre-Owned,False,True
RANK A Nintendo New 3DS LL XL Pearl White Tested Japan ver S3172,C $246.63,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Metallic Blue With Box Japan ver S5988,C $232.93,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver S3075,C $213.75,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver R6357,C $178.12,+C $9.59 shipping,Parts Only,False,True
RANK B+ Nintendo New 3DS XL Metallic Blue Tested Japan ver S2416,C $219.23,+C $9.59 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Metallic Black IPS Screen TOP Japan ver R1758,C $197.30,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS LL XL Pearl White Tested Japan ver S9133,C $232.93,+C $9.59 shipping,Pre-Owned,False,True
RANK A IPS Nintendo New 3DS LL XL Pearl White IPS Screen Bottom Japan ver S4495,C $249.37,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS XL Metallic Red With BOX Tested Japan ver S2414,C $246.63,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ Nintendo New 3DS XL Metallic Blue Tested Japan ver S2418,C $221.97,+C $9.59 shipping,Pre-Owned,False,True
RANK B+ IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Japan ver R6070,C $224.71,+C $9.59 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Japanese (Region Swapped US) Mint,C $363.12,+C $39.76 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Console - FOR PARTS NOT WORKING READ ,C $116.47,+C $31.93 shipping,Parts Only,False,True
"""New"" Nintendo 3DS XL Console - Grey",C $311.43,+C $63.50 shipping estimate,Pre-Owned,False,True
Nintendo new 3DS LL XL Metallic Blue Console Japanese Language Edition & Box,C $215.81,Free shipping,Pre-Owned,True,True
New Nintendo 3DS XL Console Metallic Blue RED-001 with Charger & 4 Games FAULTY!,C $209.17,+C $36.15 shipping,Parts Only,False,True
Dual IPS Nintendo New 3DS LL XL Metallic Red IPS Screen Top Bottom Japan A4370,C $230.89,+C $9.59 shipping,Pre-Owned,True,True
Nintendo New 3DS XL LL Pokemon Solgaleo Lunala Black (USA) Sun and Moon,C $357.96,+C $35.83 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Console System - Red Model RED001 Used No Stylus Free Game,C $301.45,+C $48.34 shipping,Pre-Owned,False,True
New Nintendo 3DS LL Console Pearl White Japan model,C $219.23,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL Black Console RED-001 Complete In Box Charger Manual,C $281.59,+C $51.45 shipping,Pre-Owned,False,True
B86 Nintendo new 3DS LL XL console Metallic Black N3DS Handheld Japan JP USED,C $98.66,+C $34.26 shipping,Pre-Owned,True,True
B84 Nintendo new 3DS LL XL console Metallic Blue N3DS Handheld System Pen USED,C $131.54,+C $34.26 shipping,Pre-Owned,True,True
L2699 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan,C $123.32,Free shipping,Pre-Owned,True,True
B91 Nintendo new 3DS LL XL console Metallic Blue JAPAN Box Adapter Working SET,C $130.17,+C $34.26 shipping,Pre-Owned,True,True
B92 Nintendo new 3DS LL XL console Metallic Black Serial Number Match Box Tested,C $181.56,+C $34.26 shipping,Pre-Owned,True,True
L2698 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan fx,C $171.97,Free shipping,Pre-Owned,True,True
L2697 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan fx,C $188.41,Free shipping,Pre-Owned,True,True
New Nintendo 3DS XL Gray Black Metallic Console Only Read Description,C $232.26,+C $60.54 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Handheld System With OEM Charger TESTED NICE!,C $328.85,+C $29.28 shipping,Pre-Owned,False,True
IPS Nintendo New 3DS LL XL Pearl White IPS Screen TOP Japan ver S8223,C $232.93,+C $9.59 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Console Metallic - Blue **Boxed With 3 Games**,C $346.04,+C $54.04 shipping estimate,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯517,C $171.28,+C $20.55 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL 4GB Handheld Gaming System - Black, SCREEN NOT WORKING!!",C $95.92,+C $22.42 shipping,Parts Only,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯513,C $246.64,+C $20.55 shipping,Pre-Owned,False,True
New 3ds Xl For Parts,C $102.77,+C $34.54 shipping,Parts Only,False,False
New Nintendo 3DS XL LL Metallic Blue Box Console Charger Japanese ver [BOX],C $239.66,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Black - Bundle Games - Top IPS - Great Condition!!!,C $349.41,+C $55.76 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯469,C $178.13,+C $20.55 shipping,Pre-Owned,False,True
 New Nintendo 3DS XL Gray Black Metallic Console,C $287.74,+C $29.13 shipping,Pre-Owned,False,True
New 3DS LL White Dual IPS Screens - US Region Swapped - READ DESCRIPTION,C $369.95,+C $30.50 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Metallic Red Tested and Working!,C $259.99,+C $24.99 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Game Console Japanese Edition Color Select Tested Used,C $219.23 to C $280.89,+C $13.69 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL console Metallic Black Japanese version JUNK for parts,C $150.73,+C $34.26 shipping,Parts Only,False,True
New Nintendo 3DS XL System - Black - Bundle - Good Condition - Must See!!!,C $301.45,+C $54.33 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯494,C $137.02,+C $20.55 shipping,Pre-Owned,False,True
Nintendo 3DS LL Pikachu - Yellow 【same day shipping】,C $574.13,Free shipping,New (Other),False,True
3DS LL XL Super Smash Brothers Nintendo Console Limited Edition,C $724.86,+C $6.85 shipping,Brand New,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯504,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL The Legend of Zelda Hyrule Edition Console w/ Case & Charger,C $548.10,+C $35.75 shipping,Pre-Owned,False,True
Nintendo New 3DS LL XL Console Metallic Blue Used Japanese,C $208.96,+C $6.85 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL console Metallic Black NO Pen. Japanese version From JP,C $150.73,Free shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS LL Pearl White Box from jAPAN,C $274.05,+C $41.11 shipping,Pre-Owned,False,True
New Nintendo 3DS LL/XL hShop US TOP IPS 512GB 128GB x 4 Stylus Charger 100 Games,C $546.73,+C $54.91 shipping,New (Other),False,False
New Nintendo 3DS XL Handheld Console Metallic RED-001 Not Working For Parts,C $43.55,+C $15.37 shipping,Parts Only,False,True
New Nintendo 3DS XL Handheld Console Metallic Blue RED-001 Not Working For Parts,C $43.55,+C $15.37 shipping,Parts Only,False,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯503,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Lime Black Console Charger Japanese ver [CC],C $232.81,Free shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯493,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Bundle With Box - Great Screens!!!,C $390.52,+C $56.96 shipping,Pre-Owned,False,True
New Nintendo 3DS LL Pearl White Console RED-001 Charger w/Box (Near Mint),C $307.20,Free shipping,Pre-Owned,False,True
New 3ds Xl,C $232.94,+C $46.16 shipping,Pre-Owned,False,False
New Nintendo 3DS XL Handheld Console with Charger - W/ 7 Games & Case,C $315.14,+C $49.44 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming Console - Metallic Red With Charger + Stylus,C $274.74,+C $36.90 shipping,Pre-Owned,True,True
"New Nintendo 3DS XL Handheld Console Galaxy , Lot Part ",C $256.92,+C $63.39 shipping,Parts Only,True,True
Like New Nintendo 3DS XL/LL Persona Q Handheld JPN NTSC-J Console + Charger,C $417.43,+C $24.78 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯509,C $205.54,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL LL Game Console System - Blue Metric Used With Box,C $272.68,Free shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black,"C $1,096.20",+C $61.39 shipping,Brand New,False,False
New Nintendo 3DS LL Console Metallic Red Lower Screen With Box,C $300.08,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Black x Lime Console region Japanese ♯,C $232.94,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯518,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL - Black/Gray - Tested Working (Model RED-001) w/ Charger,C $287.74,+C $39.02 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Red CIB - EXCELLENT Condition! - w/ Box Charger,C $356.26,+C $30.09 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Handheld Gaming System - Blue,C $198.69,+C $34.91 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯487,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
USB-C INBUILT CAPTURE CARD Red New Nintendo 3DS XL Console 128gb REGION FREE,C $772.97,+C $45.47 shipping,Pre-Owned,False,True
DUAL IPS USB-C INBUILT CAPTURE CARD Gray New Nintendo 3DS XL Console 128gb,C $954.86,+C $45.47 shipping,Pre-Owned,False,False
Nintendo New 3DS XL Black Console RED-001 Complete In Box Charger Manual,C $250.07,+C $53.70 shipping,Pre-Owned,True,True
New 3DS LL XL Monster Hunter Hunting  Nintendo Console region Japanese junk ♯482,C $164.43,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL console Metallic Blue used japanese ver JUNK for parts,C $142.51,+C $34.26 shipping,Parts Only,False,True
New nintendo 3DS LL XL console Pearl White Japanese ver JUNK for parts,C $150.73,+C $34.26 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Super Smash Bros Edition Console brothers Japan ver,C $223.21,+C $34.26 shipping,Pre-Owned,False,True
L2575 Ship Free Nintendo new 3DS LL XL console Metallic Red Japan w/box,C $218.55,Free shipping,Pre-Owned,True,True
"Nintendo ""New"" 3DS XL Samus Edition Handheld System in Box Metroid Prime Orange","C $1,050.00",+C $28.05 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Red Bundle CIB,C $411.07,+C $51.10 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Monster Hunter 4G Special Pack Edition Japanese ver,C $217.87,+C $34.26 shipping,Pre-Owned,False,True
Nintendo 3DS XL Metallic Blue and Charger PAL Tested/Working,C $219.17,+C $35.57 shipping,New (Other),False,True
New Nintendo 3DS LL Console Lime black Japan model,C $219.23,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Pearl White Console Charger Japanese ver [CC],C $239.66,Free shipping,Pre-Owned,False,True
RANK A Dual IPS Nintendo New 3DS XL Pearl White IPS Screen Top Bottom A3195,C $486.44,+C $9.59 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯474,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯485,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
New 3DS white Kisekae Plate  colorful star Console region Japanese ♯399,C $258.98,+C $20.55 shipping,Pre-Owned,False,True
Nintendo ‘New’ 3DS XL Console Metallic Blue & Charger.,C $276.83,+C $51.65 shipping estimate,Pre-Owned,False,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯490,C $171.28,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯489,C $164.43,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metal Black Mint Condition Boxed - Collector's Console UKV,C $692.10,+C $74.21 shipping estimate,New (Other),False,True
New Nintendo 3DS XL System - Black - 10/10 - Amazing - With Box & Inserts!!!,C $411.07,+C $57.56 shipping,Pre-Owned,False,True
Nintendo new 3DS LL XL Console only Various colors Used Japanese only NTSC-J,C $232.93 to C $335.70,Free shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $301.44,+C $39.16 shipping,Pre-Owned,False,True
Nintendo NEW 3DS XL Red 4GB Console w/ Extras (USA) IPS READ,C $287.74,+C $33.75 shipping,Pre-Owned,False,True
"Nintendo New 3DS XL Gold Console w/ Stylus, charger and SD Card (USA)",C $356.25,+C $35.78 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Black Console w/ Stylus Charger + 4GB SD * IPS *,C $301.44,+C $34.16 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger + 4GB SD * IPS *,C $287.74,+C $33.75 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger+ 4GB (USA Seller),C $280.89,+C $38.56 shipping,Pre-Owned,False,True
Nintendo NEW 3DS LL XL Metallic Blue Console w/ Stylus Charger+ 4GB (USA Seller),C $280.89,+C $33.56 shipping,Pre-Owned,False,True
"*New* Nintendo 3DS XL SNES Edition w/ New Mario Bros 2, Charger & Case",C $541.18,+C $55.43 shipping,Pre-Owned,False,False
Pokemon Nintendo New 3DS XL Pikachu Yellow Edition Handheld Console CIB,C $890.66,+C $73.27 shipping,New (Other),False,True
New Nintendo 3DS XL Console Black w/Charger 2014 PAL - [Tested & Working],C $272.82,+C $36.38 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metallic Red Console Japanese Used from Japan,C $226.09,+C $27.40 shipping,Pre-Owned,False,True
(TOP SCREEN IPS!) New 3DS LL In-Built Loopy Capture Card w/USB-C Charging!,C $822.14,+C $52.04 shipping,Pre-Owned,False,True
[ MINT ] NINTENDO NEW 3DS XL LL Metallic Blue Console Japan Version 4251,C $299.28,+C $27.39 shipping,Pre-Owned,False,True
Japanese Nintendo New 3DS LL/xl Console - Metallic Black JAPANESE VERSION,C $259.53,+C $55.84 shipping estimate,Pre-Owned,False,True
Japanese Nintendo New 3DS LL/xl Console - Metallic Red JAPANESE VERSION,C $259.53,+C $55.84 shipping estimate,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Bundle With Game - Great Condition!,C $322.01,+C $54.95 shipping,Pre-Owned,False,True
NEW Nintendo 3DS LL (XL) metalic black console Japan. ver,C $431.61,Free shipping,Brand New,False,True
Dual IPS SCREENS New Nintendo 3DS XL Metallic Grey  Console  QEF102927540,C $570.91,+C $67.65 shipping estimate,Pre-Owned,False,True
[Compatible with New3DS / LL / 2DS] CYBER / Slide pad cover Nekonyan 2,C $104.67,+C $12.67 shipping,Brand New,False,True
L2520 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan w/box JUNK,C $97.29,Free shipping,Parts Only,True,True
L2517 Ship Free Nintendo new 3DS LL XL console Metallic Blue Japan w/box JUNk,C $98.70,Free shipping,Parts Only,True,True
L2560 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan w/pen,C $144.56,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Red Japan L2404,C $154.15,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Red Japan L2405,C $158.26,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Black Japan L2406,C $184.30,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Black Japan L2407,C $158.95,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Black Japan L2408,C $171.28,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Blue Japan L2409,C $152.78,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Blue Japan L2410,C $147.30,Free shipping,Pre-Owned,True,True
New Nintendo 3Ds LL XL Console Metallic Blue Japan L2411,C $162.37,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL Handheld Gaming Console Metallic Red With Charger Working,C $315.14,+C $28.88 shipping,Pre-Owned,False,False
Top IPS Nintendo New 3DS XL 32GB Handheld System Console Metallic Black Complete,C $534.37,+C $52.45 shipping,Pre-Owned,False,True
New Nintendo 3ds XL Galaxy Edition Handheld Console Nice Working,C $271.31,+C $37.11 shipping,Pre-Owned,True,True
New Nintendo 3Ds XL (RED-001) w/ Pokémon Sun (NO STYLUS),C $244.41,+C $87.39 shipping,Pre-Owned,True,True
New Nintendo 3DS XL Red Color Gamestop Certified Edition,C $328.85,+C $40.75 shipping,Pre-Owned,False,True
New 3DS XL Handheld Gaming-Game Slot Not Working-NOT NOT Homebrew-DM For Info,C $206.22,+C $33.79 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯473,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
IPS Dual Nintendo new 3DS LL Red Used Tested Console Excellent,C $382.03,Free shipping,Pre-Owned,False,True
New 3DS black Kisekae Plate monster hunter Nintendo Console region Japanese ♯475,C $175.39,+C $20.55 shipping,Pre-Owned,False,True
Nintendo 3DS LL XL Console Pokemon Pikachu Yellow Japanese Limited Model NEW,C $648.13,Free shipping,Brand New,False,True
Nintendo “New” 3DS XL Console RED-001 (USA) FOR PARTS REPAIR Only Junk Damaged,C $143.88,+C $34.78 shipping,Parts Only,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯465,C $191.83,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Black/Dark Gray RED-001 Bundle With Paper Mario/ Lego Movie ,C $287.75,+C $39.45 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS LL Handheld Gaming Console - Metallic Red,C $89.07,+C $30.12 shipping,Parts Only,False,True
Nintendo New 3DS XL Black/Dark Gray RED-001 Bundle W Charger Cable/Star Wars/Goo,C $232.94,+C $37.83 shipping,Pre-Owned,False,False
Nintendo New 3DS LL XL Console Metallic Black Used Japanese,C $230.20,+C $6.85 shipping,Pre-Owned,False,True
"'New' Nintendo 3DS XL Gray 4GB Console W/ Stylus , Charger, US Model",C $274.04,+C $39.34 shipping,Pre-Owned,False,True
NEW Nintendo 3DS LL Console Metallic Blue Test Completed w/Touch pen Excellent,C $235.67,Free shipping,Pre-Owned,False,True
DUAL IPS SNES Super Nintendo Boxed 128gb REGION FREE New Nintendo 3DS XL Console,"C $1,545.99",+C $45.47 shipping,Pre-Owned,False,True
New NINTENDO 3DS LL XL CONSOLE POCKET MONSTER POKEMON CHARIZARD Limited Model,"C $3,014.55",Free shipping,Brand New,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯401,C $150.73,+C $20.55 shipping,Pre-Owned,False,True
"Red New Nintendo 3DS XL Console With Pokémon Bank, Charger",C $397.36,+C $42.27 shipping,Pre-Owned,False,True
RARE New Nintendo Switch 3DS XL Monster Hunter Generations Edition TESTED!,C $411.07,+C $51.58 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Black Video Game Console GameStop Premium Recharged,C $335.64,+C $29.49 shipping,New (Other),False,True
Nintendo New 3DS XL - Black/Gray - Tested - Super Clean,C $308.31,+C $38.15 shipping,Pre-Owned,False,True
New Nintendo 3DS LL XL Console & Stylus Metallic Red NTSC-J Good,C $206.91,Free shipping,Pre-Owned,True,True
Nintendo New 3DS XL 4GB Handheld Gaming System Black w/ OG Stylus Tested & Works,C $390.52,+C $48.23 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic red Japan Nintendo Console region Japanese ♯511,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3ds XL Mod. Red-001 ,C $201.43,+C $33.75 shipping,Pre-Owned,True,True
New 3DS LL XL Metalic blue Japan Nintendo Console region Japanese ♯460,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL Galaxy Edition Handheld System - Purple with Game Tested!,C $284.33,+C $37.19 shipping,Pre-Owned,True,True
New 3DS XL Gray with Pokemon Bank Poke Transporter Pokemon VC 128gb USA,C $465.88,+C $41.90 shipping,Pre-Owned,False,True
New 3DS LL XL Super Famicom CIB English USA Region 128gb SD Nintendo w/ Charger,C $822.14,+C $43.83 shipping,New (Other),False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯463,C $239.79,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Metalic black Japan Nintendo Console region Japanese ♯479,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯461,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
L1836 Ship Free Nintendo new 3DS LL XL console Lime Green x Black Japan x,C $140.46,Free shipping,Pre-Owned,True,True
New Nintendo 3DS XL LL Pearl White CFW 128GB SD Card ,C $411.07,+C $40.24 shipping,Pre-Owned,False,True
N3DSC - Nintendo New 3DS XL Black ROUGH SCREEN AS IS WORKS,C $195.38,+C $33.98 shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL White x pink Console region Japanese ♯467,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯455,C $232.94,+C $20.55 shipping,Pre-Owned,False,True
New 3DS white Kisekae Plate Mario  Console region Japanese ♯466,C $219.24,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯350,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯367,C $184.98,+C $20.55 shipping,Pre-Owned,False,True
Nintendo New 3DS XL 4GB Handheld Gaming System - Black untested parts/repair,C $35.61,+C $28.98 shipping,Parts Only,False,True
Nintendo New 3DS XL Console (USA) FOR PARTS OR REPAIR Only Untested & Damaged,C $116.47,+C $34.80 shipping,Parts Only,False,False
New Nintendo 3DS XL with Loopy Capture Card and USB-C Charging,C $657.72,+C $38.98 shipping,Pre-Owned,False,True
Dual IPS Nintendo New 3DS XL Metallic Blue IPS Screen Top Bottom Japan ver A6471,C $323.15,+C $9.59 shipping,Pre-Owned,True,True
New 3DS black Kisekae Plate monster hunter Nintendo Console region Japanese ♯471,C $198.69,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL Metallic Red w/ Charger & Stylus - Top IPS,C $219.24,+C $26.05 shipping,Pre-Owned,False,True
Nintendo New Nintendo 3DS XL LL 4GB Pink X White Handheld System NTSC-J Used,C $301.45,Free shipping,Pre-Owned,False,True
New Nintendo 3DS XL LL Metallic Blue Handheld System Console NTSC-J Used Japan,C $239.79,+C $13.70 shipping,Pre-Owned,False,True
New Nintendo 3DS XL - RED-001,C $210.00,+C $21.83 shipping,Pre-Owned,True,True
New 3DS LL XL Pearl White Japan Nintendo Console region Japanese ♯453,C $239.79,+C $20.55 shipping,Pre-Owned,False,True
New Nintendo 3DS XL System - Metallic Red - Bundle - Tested/Works!,C $308.31,+C $54.54 shipping,Pre-Owned,False,True
Pencil For Nintendo New 3DS XL Plastic Stylus Console Screen Touch Blue,C $15.28,+C $4.90 shipping,Brand New,False,True
New Nintendo 3DS XL Hand Held Console  SNES Edition Boxed With Case 3x 3DS Games,C $744.02,+C $93.33 shipping estimate,New (Other),False,False
L2536 Ship Free Nintendo new 3DS LL XL console Metalic Black Japan fx,C $208.96,Free shipping,Pre-Owned,True,True
L2518 Ship Free Nintendo new 3DS LL XL console Metallic Black Japan w/box,C $181.56,Free shipping,Pre-Owned,True,True
L2516 Ship Free Nintendo new 3DS LL XL console Metallic Red Japan w/box,C $221.30,Free shipping,Pre-Owned,True,True
